id,date,time,crime_type,city,state,location_description,victim_age,victim_gender,victim_race
605,2021-09-04,09:35:56,Drug Offense,Dallas,TX,1098 Broadway,81,Male,Asian
606,2022-08-22,12:40:41,Burglary,San Jose,CA,8010 Pine St,62,Male,Hispanic
607,2021-09-25,02:12:15,Robbery,Dallas,TX,6626 Elm St,18,Non-binary,Black
608,2020-12-19,15:41:59,Fraud,New York,NY,8160 Main St,30,Female,Hispanic
609,2021-04-29,23:29:22,Domestic Violence,Phoenix,AZ,5737 Main St,67,Non-binary,White
610,2023-03-21,22:43:25,Domestic Violence,Los Angeles,CA,7966 Oak St,74,Female,Black
611,2023-02-07,04:50:14,Domestic Violence,San Diego,CA,2155 Main St,54,Female,Other
612,2024-08-19,19:16:36,Burglary,Philadelphia,PA,7702 Maple Ave,17,Other,Other
613,2022-01-27,20:36:33,Burglary,Houston,TX,6459 Maple Ave,83,Male,Asian
614,2024-05-25,08:50:47,Arson,San Antonio,TX,8655 Maple Ave,34,Non-binary,White
615,2020-11-21,05:55:37,Homicide,Houston,TX,8787 Main St,57,Non-binary,Asian
616,2022-06-12,19:27:35,Fraud,San Jose,CA,1309 Pine St,61,Male,Other
617,2022-11-17,23:18:08,Assault,Houston,TX,3134 Broadway,77,Female,White
618,2021-03-22,15:21:10,Vandalism,New York,NY,1869 Broadway,44,Female,Black
619,2021-10-28,18:16:37,Robbery,New York,NY,2594 Broadway,29,Other,Black
620,2023-07-06,16:52:17,Burglary,San Jose,CA,4345 Broadway,18,Non-binary,Other
621,2023-06-30,21:34:37,Burglary,Phoenix,AZ,1667 Oak St,18,Other,White
622,2022-12-10,08:14:12,Vandalism,New York,NY,6046 Main St,16,Female,Hispanic
623,2023-09-04,09:25:28,Domestic Violence,Los Angeles,CA,1078 Broadway,28,Non-binary,Hispanic
624,2025-06-23,01:36:09,Assault,San Jose,CA,7158 Maple Ave,36,Non-binary,Asian
625,2025-07-17,10:03:41,Drug Offense,San Diego,CA,643 Elm St,79,Male,Asian
626,2025-02-18,20:11:23,Homicide,Phoenix,AZ,7806 Maple Ave,48,Female,Black
627,2022-05-25,07:23:11,Burglary,Houston,TX,682 Main St,44,Other,Asian
628,2023-12-08,11:19:20,Drug Offense,San Jose,CA,6601 Pine St,52,Other,Black
629,2024-03-26,01:32:21,Robbery,Houston,TX,5454 Main St,81,Other,Asian
630,2020-08-10,09:47:55,Homicide,Phoenix,AZ,464 Oak St,90,Other,Asian
631,2023-06-21,09:46:59,Drug Offense,Phoenix,AZ,1074 Broadway,54,Other,Asian
632,2024-08-19,12:42:41,Fraud,Philadelphia,PA,8148 Maple Ave,63,Male,Asian
633,2025-01-04,19:37:08,Theft,New York,NY,8096 Elm St,35,Male,Other
634,2024-12-02,16:40:28,Homicide,New York,NY,3442 Elm St,33,Female,Asian
635,2022-04-14,03:20:01,Drug Offense,San Jose,CA,3209 Oak St,19,Female,Asian
636,2023-06-03,06:08:48,Homicide,Los Angeles,CA,682 Broadway,59,Female,Asian
637,2024-12-16,15:57:13,Burglary,Phoenix,AZ,6755 Oak St,25,Female,Other
638,2025-04-04,14:12:32,Assault,Los Angeles,CA,2914 Elm St,86,Other,Other
639,2021-08-23,18:33:20,Assault,San Diego,CA,9472 Elm St,51,Male,Other
640,2022-04-03,15:39:08,Fraud,Chicago,IL,391 Pine St,58,Female,White
641,2024-04-22,21:58:27,Fraud,Philadelphia,PA,8151 Maple Ave,83,Other,Black
642,2022-03-01,07:31:11,Homicide,Houston,TX,666 Elm St,49,Non-binary,Asian
643,2024-07-15,16:54:59,Robbery,Houston,TX,4281 Oak St,38,Female,White
644,2025-04-01,02:58:40,Theft,San Antonio,TX,8741 Maple Ave,15,Male,Other
645,2022-11-28,18:44:41,Arson,San Antonio,TX,3276 Main St,30,Female,Hispanic
646,2025-01-11,04:02:43,Vandalism,San Diego,CA,3137 Maple Ave,90,Other,White
647,2023-08-06,12:50:25,Drug Offense,Dallas,TX,6915 Broadway,18,Female,Hispanic
648,2022-01-31,01:47:26,Assault,New York,NY,4060 Main St,89,Non-binary,Black
649,2021-12-24,10:50:54,Domestic Violence,San Antonio,TX,1437 Broadway,64,Other,Black
650,2022-04-25,00:48:35,Assault,San Jose,CA,1292 Maple Ave,42,Other,White
651,2020-08-04,21:52:44,Burglary,San Diego,CA,7402 Broadway,60,Non-binary,Hispanic
652,2025-03-19,13:57:56,Fraud,Houston,TX,5530 Broadway,53,Other,Asian
653,2024-10-11,23:08:50,Fraud,Philadelphia,PA,8507 Main St,19,Non-binary,Hispanic
654,2022-08-04,07:39:48,Vandalism,Chicago,IL,5818 Main St,86,Non-binary,Hispanic
655,2020-11-18,20:12:54,Domestic Violence,New York,NY,4483 Pine St,68,Male,Asian
656,2020-12-29,12:00:42,Assault,New York,NY,4298 Elm St,40,Male,Hispanic
657,2022-09-18,17:52:52,Domestic Violence,San Jose,CA,5167 Elm St,76,Male,Hispanic
658,2022-09-03,03:34:24,Robbery,New York,NY,100 Oak St,32,Male,Hispanic
659,2022-10-09,22:18:32,Assault,Phoenix,AZ,9812 Main St,66,Non-binary,Hispanic
660,2022-07-08,20:34:14,Assault,San Diego,CA,805 Main St,67,Other,White
661,2020-08-08,15:49:18,Homicide,San Jose,CA,4959 Pine St,33,Other,Black
662,2021-07-20,13:38:16,Drug Offense,Dallas,TX,2900 Broadway,16,Female,White
663,2024-03-18,05:12:14,Arson,New York,NY,675 Main St,57,Male,Asian
664,2022-10-25,18:51:33,Domestic Violence,San Jose,CA,224 Main St,59,Male,Other
665,2022-11-16,09:11:36,Burglary,Dallas,TX,1308 Maple Ave,70,Male,Hispanic
666,2022-01-19,09:23:12,Vandalism,San Jose,CA,5673 Pine St,69,Non-binary,White
667,2023-01-04,07:39:11,Homicide,Chicago,IL,2907 Oak St,56,Female,White
668,2025-05-01,15:31:39,Assault,San Diego,CA,2642 Pine St,79,Other,Asian
669,2023-10-15,19:06:02,Assault,Houston,TX,149 Maple Ave,22,Non-binary,Black
670,2022-11-12,02:07:47,Vandalism,Houston,TX,9191 Elm St,53,Non-binary,White
671,2024-12-24,11:35:19,Drug Offense,Philadelphia,PA,568 Main St,34,Female,White
672,2021-09-06,13:46:13,Homicide,Chicago,IL,2654 Pine St,54,Male,Black
673,2021-05-13,21:55:35,Theft,San Jose,CA,5471 Oak St,12,Male,Asian
674,2021-09-05,14:21:59,Drug Offense,Chicago,IL,2233 Broadway,68,Female,Other
675,2025-03-13,05:48:13,Arson,Houston,TX,9166 Pine St,29,Male,White
676,2022-06-19,18:32:46,Vandalism,Philadelphia,PA,7825 Pine St,85,Non-binary,Other
677,2021-05-28,20:54:51,Fraud,San Antonio,TX,5533 Elm St,61,Male,Other
678,2022-04-06,04:52:36,Assault,Houston,TX,5542 Main St,16,Other,Black
679,2024-09-02,08:33:41,Domestic Violence,San Diego,CA,429 Main St,46,Non-binary,Hispanic
680,2023-12-08,07:04:46,Homicide,Los Angeles,CA,7610 Maple Ave,67,Male,White
681,2023-12-04,13:49:35,Homicide,Houston,TX,3974 Oak St,37,Female,White
682,2020-12-14,08:42:11,Arson,San Antonio,TX,570 Elm St,71,Male,Hispanic
683,2022-07-03,13:34:52,Robbery,San Antonio,TX,8922 Pine St,16,Female,Hispanic
684,2025-04-25,03:11:05,Vandalism,Phoenix,AZ,7385 Pine St,72,Male,Asian
685,2024-12-23,04:06:01,Arson,Houston,TX,7270 Broadway,39,Female,White
686,2022-12-08,03:36:51,Assault,San Antonio,TX,3017 Pine St,40,Non-binary,Asian
687,2023-12-16,22:38:28,Arson,Phoenix,AZ,2828 Elm St,84,Male,Other
688,2021-04-02,07:16:20,Arson,Los Angeles,CA,4409 Maple Ave,74,Other,Asian
689,2022-07-02,18:32:26,Burglary,San Jose,CA,6556 Broadway,63,Other,White
690,2022-12-08,17:35:42,Robbery,San Jose,CA,2804 Oak St,30,Female,Asian
691,2021-04-28,09:05:35,Domestic Violence,San Antonio,TX,9233 Main St,15,Female,Black
692,2024-11-19,09:06:23,Assault,Los Angeles,CA,5496 Main St,18,Non-binary,Asian
693,2020-12-10,01:00:39,Fraud,Houston,TX,7516 Broadway,89,Female,Hispanic
694,2022-01-06,05:14:19,Fraud,New York,NY,2431 Maple Ave,75,Male,White
695,2023-09-25,05:28:48,Drug Offense,San Antonio,TX,8988 Maple Ave,61,Other,White
696,2024-01-04,18:27:47,Arson,San Diego,CA,3753 Broadway,55,Non-binary,Hispanic
697,2024-10-08,06:18:58,Assault,Chicago,IL,6744 Main St,76,Female,Asian
698,2021-02-14,05:05:14,Domestic Violence,San Antonio,TX,6490 Broadway,13,Other,Black
699,2024-08-06,12:17:32,Vandalism,San Antonio,TX,5457 Pine St,17,Other,Other
700,2023-09-18,02:52:00,Assault,Los Angeles,CA,9362 Maple Ave,15,Other,Other
701,2022-09-02,15:34:21,Domestic Violence,Houston,TX,1268 Broadway,44,Non-binary,Asian
702,2021-10-29,19:53:01,Fraud,Los Angeles,CA,7809 Oak St,18,Other,Hispanic
703,2021-05-23,00:39:13,Robbery,San Diego,CA,4341 Elm St,50,Non-binary,Asian
704,2024-05-22,17:57:04,Fraud,Philadelphia,PA,299 Main St,80,Other,Hispanic
705,2021-05-17,17:29:00,Theft,San Antonio,TX,7150 Pine St,19,Female,Asian
706,2021-03-12,17:49:40,Homicide,Dallas,TX,288 Main St,34,Other,White
707,2021-12-15,02:19:51,Robbery,San Diego,CA,2697 Main St,78,Female,Other
708,2025-06-15,03:56:30,Burglary,San Jose,CA,2580 Main St,85,Non-binary,Asian
709,2024-07-27,04:43:47,Domestic Violence,Phoenix,AZ,241 Pine St,49,Male,Other
710,2021-10-13,23:32:29,Homicide,New York,NY,8034 Maple Ave,27,Female,Hispanic
711,2020-09-23,03:08:29,Fraud,Houston,TX,4735 Main St,76,Female,Hispanic
712,2025-06-26,16:55:03,Robbery,San Antonio,TX,3913 Main St,78,Female,Hispanic
713,2025-04-12,15:34:58,Robbery,Houston,TX,178 Main St,90,Female,White
714,2024-07-20,14:18:23,Robbery,San Diego,CA,5619 Oak St,27,Male,White
715,2023-04-21,12:35:17,Burglary,Dallas,TX,2174 Oak St,43,Female,Other
716,2024-05-26,07:46:27,Domestic Violence,Los Angeles,CA,3113 Oak St,85,Male,White
717,2022-03-07,18:34:17,Burglary,Dallas,TX,6988 Maple Ave,22,Other,Hispanic
718,2022-07-20,15:41:10,Homicide,Chicago,IL,7804 Maple Ave,46,Other,Other
719,2022-04-24,05:08:00,Domestic Violence,San Jose,CA,344 Main St,76,Non-binary,Hispanic
720,2021-07-19,15:50:31,Domestic Violence,San Diego,CA,2221 Elm St,73,Male,Black
721,2024-08-03,04:00:48,Burglary,Chicago,IL,2519 Maple Ave,52,Non-binary,White
722,2024-02-06,22:22:33,Theft,New York,NY,3323 Elm St,40,Non-binary,Asian
723,2023-06-08,12:31:12,Assault,San Diego,CA,6466 Pine St,58,Other,Other
724,2024-01-14,22:20:42,Arson,Phoenix,AZ,131 Oak St,90,Female,Black
725,2023-11-27,23:55:26,Theft,San Antonio,TX,7085 Pine St,49,Male,Asian
726,2020-08-01,12:57:14,Domestic Violence,San Diego,CA,6221 Elm St,54,Non-binary,Hispanic
727,2024-04-08,21:39:23,Arson,Philadelphia,PA,2293 Pine St,87,Male,Black
728,2025-03-10,19:50:17,Fraud,Dallas,TX,5825 Maple Ave,58,Other,Asian
729,2023-11-08,09:35:45,Drug Offense,Philadelphia,PA,8103 Oak St,75,Male,White
730,2024-02-03,12:50:52,Homicide,Los Angeles,CA,9942 Main St,54,Male,Other
731,2022-12-07,20:28:08,Arson,San Jose,CA,4101 Elm St,73,Female,Other
732,2024-05-21,16:16:08,Domestic Violence,Houston,TX,7297 Oak St,19,Non-binary,Other
733,2024-03-22,08:30:51,Vandalism,San Diego,CA,3987 Oak St,77,Non-binary,Hispanic
734,2023-07-14,15:44:01,Homicide,Philadelphia,PA,4891 Oak St,68,Non-binary,Black
735,2025-06-21,09:11:08,Drug Offense,Los Angeles,CA,736 Maple Ave,21,Other,Asian
736,2020-09-23,15:27:39,Homicide,Philadelphia,PA,2886 Pine St,69,Male,Hispanic
737,2021-10-28,20:55:27,Arson,Dallas,TX,1957 Oak St,79,Non-binary,Other
738,2021-09-14,22:19:05,Robbery,Houston,TX,9241 Elm St,47,Other,Other
739,2025-05-07,13:21:28,Homicide,Houston,TX,3414 Elm St,19,Female,Asian
740,2021-07-20,06:37:08,Burglary,San Jose,CA,6788 Elm St,29,Non-binary,Black
741,2025-06-15,21:21:42,Assault,San Jose,CA,6784 Oak St,81,Female,White
742,2021-05-22,18:46:19,Drug Offense,New York,NY,6286 Broadway,33,Female,Black
743,2022-06-14,16:45:58,Robbery,Phoenix,AZ,9739 Broadway,81,Male,Black
744,2025-03-20,23:50:00,Vandalism,San Antonio,TX,4932 Maple Ave,87,Male,Black
745,2021-08-17,22:15:54,Burglary,San Jose,CA,5907 Elm St,50,Other,White
746,2025-01-09,23:09:04,Robbery,San Jose,CA,7090 Pine St,41,Other,Black
747,2022-05-23,03:48:33,Vandalism,Los Angeles,CA,6179 Broadway,88,Female,Asian
748,2022-02-08,06:55:30,Domestic Violence,Phoenix,AZ,7974 Broadway,51,Other,Black
749,2020-08-18,22:33:48,Robbery,San Antonio,TX,1132 Elm St,43,Other,White
750,2023-11-19,20:38:51,Drug Offense,Chicago,IL,8120 Broadway,88,Female,Black
751,2024-05-02,04:21:38,Domestic Violence,Phoenix,AZ,9977 Maple Ave,21,Male,Other
752,2022-12-20,18:14:31,Domestic Violence,San Antonio,TX,4227 Main St,90,Male,Asian
753,2020-08-24,08:59:34,Arson,Houston,TX,8998 Oak St,72,Other,White
754,2024-01-13,15:06:30,Burglary,Dallas,TX,3488 Main St,76,Male,Asian
755,2024-01-07,11:49:07,Burglary,New York,NY,4972 Broadway,81,Male,Asian
756,2025-05-22,09:52:11,Homicide,Chicago,IL,8616 Broadway,77,Female,Asian
757,2020-08-15,02:14:41,Assault,Los Angeles,CA,2992 Maple Ave,87,Female,Hispanic
758,2024-11-02,12:24:45,Drug Offense,Los Angeles,CA,4042 Broadway,55,Other,Asian
759,2025-07-11,09:07:41,Drug Offense,San Antonio,TX,5135 Pine St,12,Male,Other
760,2022-04-15,21:05:26,Assault,Philadelphia,PA,461 Main St,81,Female,White
761,2021-05-18,16:57:41,Homicide,Los Angeles,CA,6079 Broadway,17,Male,White
762,2023-07-09,12:04:07,Burglary,Los Angeles,CA,42 Broadway,84,Non-binary,Black
763,2023-12-05,09:18:32,Assault,San Antonio,TX,7194 Main St,31,Male,White
764,2023-06-25,00:23:58,Assault,San Jose,CA,1800 Oak St,60,Other,White
765,2022-08-06,14:56:03,Assault,Houston,TX,9789 Elm St,32,Non-binary,Other
766,2025-04-15,05:54:06,Fraud,Chicago,IL,8104 Elm St,86,Other,White
767,2022-03-23,19:38:47,Drug Offense,Philadelphia,PA,8359 Maple Ave,59,Non-binary,White
768,2021-01-28,10:16:30,Theft,Chicago,IL,8521 Maple Ave,67,Other,Black
769,2024-06-22,16:53:50,Drug Offense,Phoenix,AZ,8585 Broadway,74,Male,Asian
770,2024-10-27,15:27:30,Theft,Phoenix,AZ,5509 Maple Ave,70,Female,Hispanic
771,2025-03-07,21:20:59,Fraud,Philadelphia,PA,6382 Broadway,71,Male,Hispanic
772,2021-07-19,11:21:51,Theft,San Antonio,TX,1799 Pine St,57,Male,Hispanic
773,2021-06-09,13:16:18,Arson,Houston,TX,5613 Pine St,38,Female,Other
774,2025-07-09,05:06:46,Robbery,New York,NY,2790 Main St,71,Female,Other
775,2022-09-24,01:47:50,Arson,Philadelphia,PA,9341 Broadway,43,Other,Other
776,2024-02-25,05:39:01,Burglary,San Antonio,TX,9944 Pine St,35,Other,Asian
777,2022-04-05,00:01:34,Homicide,Dallas,TX,3092 Pine St,81,Other,Asian
778,2021-11-16,09:43:11,Domestic Violence,San Diego,CA,8475 Elm St,30,Other,Asian
779,2023-06-09,01:04:11,Drug Offense,San Antonio,TX,9633 Oak St,51,Other,Asian
780,2023-09-02,23:16:41,Burglary,New York,NY,771 Elm St,47,Female,Hispanic
781,2024-12-20,13:17:29,Robbery,Houston,TX,2039 Pine St,26,Other,Asian
782,2022-11-07,12:13:43,Burglary,New York,NY,147 Oak St,68,Other,Other
783,2025-02-03,11:00:42,Theft,San Antonio,TX,3270 Oak St,50,Non-binary,White
784,2021-09-08,10:58:43,Drug Offense,Philadelphia,PA,3711 Maple Ave,57,Male,Asian
785,2021-09-18,00:37:07,Domestic Violence,San Jose,CA,9202 Broadway,36,Male,White
786,2022-03-20,23:11:53,Theft,Los Angeles,CA,9016 Oak St,41,Other,White
787,2020-10-09,17:19:11,Robbery,Phoenix,AZ,9646 Elm St,38,Other,Other
788,2022-12-07,21:45:33,Homicide,San Antonio,TX,8523 Maple Ave,89,Non-binary,Other
789,2020-11-05,19:25:34,Arson,Los Angeles,CA,8019 Pine St,14,Non-binary,Hispanic
790,2025-03-05,18:01:36,Domestic Violence,Chicago,IL,6916 Oak St,43,Female,Hispanic
791,2023-11-22,11:53:13,Burglary,Dallas,TX,9903 Main St,80,Other,Other
792,2024-09-18,06:21:04,Burglary,New York,NY,2005 Oak St,81,Female,Other
793,2022-09-12,17:09:44,Arson,Houston,TX,1084 Main St,46,Other,White
794,2021-04-19,15:01:24,Fraud,Los Angeles,CA,8565 Oak St,61,Female,Asian
795,2021-01-09,08:31:27,Fraud,San Jose,CA,1731 Maple Ave,66,Non-binary,White
796,2022-07-21,17:17:14,Vandalism,Philadelphia,PA,48 Main St,70,Male,Black
797,2024-02-23,03:09:36,Drug Offense,Los Angeles,CA,3609 Broadway,59,Other,Hispanic
798,2023-06-14,01:07:24,Fraud,Houston,TX,1635 Main St,28,Male,Black
799,2021-09-24,21:03:46,Burglary,Chicago,IL,1736 Oak St,68,Female,Other
800,2021-02-07,16:53:12,Arson,Houston,TX,6393 Pine St,90,Other,Asian
801,2023-04-27,23:35:57,Drug Offense,Dallas,TX,2633 Pine St,83,Male,Other
802,2024-08-29,05:13:46,Robbery,Houston,TX,1554 Broadway,80,Other,White
803,2024-10-18,21:13:47,Arson,Phoenix,AZ,8744 Pine St,73,Non-binary,Other
804,2023-07-10,13:34:51,Robbery,Chicago,IL,656 Oak St,85,Male,Other
805,2020-10-02,09:52:37,Robbery,San Diego,CA,4559 Main St,66,Male,Black
806,2023-08-18,21:49:21,Homicide,Houston,TX,6887 Elm St,56,Non-binary,White
807,2023-03-19,14:48:01,Robbery,Houston,TX,3430 Oak St,78,Non-binary,Black
808,2023-12-06,17:19:32,Assault,San Antonio,TX,9000 Broadway,53,Other,Other
809,2022-11-09,00:10:43,Robbery,Houston,TX,2887 Broadway,37,Non-binary,Other
810,2021-09-17,09:07:01,Arson,San Antonio,TX,7591 Pine St,76,Male,Asian
811,2021-06-03,10:14:36,Assault,Chicago,IL,9635 Oak St,30,Male,Hispanic
812,2024-05-19,03:28:13,Arson,San Jose,CA,3721 Maple Ave,27,Male,Asian
813,2024-10-29,09:36:46,Burglary,San Jose,CA,2964 Broadway,14,Female,White
814,2020-10-18,12:36:27,Robbery,Dallas,TX,9371 Broadway,34,Male,Asian
815,2022-08-15,19:26:20,Drug Offense,Houston,TX,5811 Pine St,57,Male,Asian
816,2023-01-20,07:12:12,Fraud,San Diego,CA,9284 Oak St,51,Other,Black
817,2025-06-22,12:41:47,Burglary,Philadelphia,PA,1798 Main St,57,Non-binary,Hispanic
818,2024-12-13,09:22:43,Theft,San Jose,CA,450 Maple Ave,22,Non-binary,Asian
819,2023-10-24,21:59:29,Homicide,Dallas,TX,29 Maple Ave,38,Female,Hispanic
820,2020-09-12,05:15:21,Robbery,Philadelphia,PA,6984 Pine St,31,Female,Black
821,2020-12-06,16:31:08,Vandalism,Chicago,IL,6745 Maple Ave,60,Non-binary,Asian
822,2025-04-01,20:44:07,Homicide,Phoenix,AZ,3293 Oak St,43,Female,Hispanic
823,2025-04-24,23:50:49,Assault,San Jose,CA,7437 Main St,80,Other,Other
824,2020-09-23,22:08:19,Burglary,San Diego,CA,2172 Broadway,20,Other,Asian
825,2022-10-26,07:26:10,Fraud,Chicago,IL,4105 Elm St,63,Male,Other
826,2023-11-28,18:38:07,Arson,San Jose,CA,7923 Broadway,89,Female,White
827,2025-06-21,03:28:54,Fraud,Philadelphia,PA,8975 Maple Ave,35,Male,Other
828,2024-01-12,01:59:47,Theft,Phoenix,AZ,6284 Pine St,79,Female,Other
829,2023-07-01,10:27:01,Arson,New York,NY,3389 Broadway,63,Other,Other
830,2020-12-25,23:29:27,Domestic Violence,San Antonio,TX,6845 Maple Ave,52,Non-binary,White
831,2022-03-24,19:01:18,Theft,Phoenix,AZ,4334 Main St,39,Female,White
832,2024-08-14,16:48:33,Fraud,San Diego,CA,390 Pine St,35,Female,Hispanic
833,2021-12-25,10:21:15,Robbery,Houston,TX,7680 Main St,88,Female,Other
834,2025-01-14,18:41:08,Homicide,Houston,TX,6011 Broadway,90,Non-binary,Asian
835,2022-12-18,17:05:31,Vandalism,Philadelphia,PA,6020 Elm St,23,Female,White
836,2022-07-12,14:18:51,Fraud,Philadelphia,PA,357 Pine St,51,Male,Black
837,2022-04-25,13:09:19,Domestic Violence,Phoenix,AZ,7344 Broadway,31,Other,Asian
838,2023-05-08,22:29:35,Homicide,Chicago,IL,2387 Pine St,59,Non-binary,White
839,2024-08-28,05:24:42,Vandalism,Philadelphia,PA,7926 Elm St,56,Female,White
840,2025-02-19,22:26:27,Assault,Philadelphia,PA,6599 Main St,22,Female,Black
841,2021-02-19,17:49:39,Fraud,Houston,TX,421 Oak St,51,Female,Other
842,2022-01-02,19:16:57,Domestic Violence,Phoenix,AZ,823 Broadway,36,Non-binary,Asian
843,2020-10-13,02:49:54,Homicide,Dallas,TX,3825 Broadway,62,Non-binary,Hispanic
844,2021-07-25,17:07:24,Drug Offense,San Jose,CA,8688 Broadway,29,Non-binary,Hispanic
845,2024-10-02,12:49:59,Fraud,Chicago,IL,8718 Broadway,74,Female,Black
846,2021-03-18,17:58:33,Domestic Violence,Dallas,TX,2959 Elm St,86,Non-binary,White
847,2023-02-04,19:14:34,Vandalism,Los Angeles,CA,3470 Main St,55,Non-binary,Asian
848,2022-05-31,17:35:07,Assault,Chicago,IL,6355 Oak St,79,Female,Other
849,2023-12-10,03:45:46,Fraud,Chicago,IL,1940 Elm St,20,Male,White
850,2024-04-16,18:29:49,Arson,Phoenix,AZ,2086 Main St,44,Male,Hispanic
851,2021-07-11,16:32:04,Fraud,Phoenix,AZ,2895 Maple Ave,37,Female,Other
852,2025-01-15,15:19:09,Arson,San Antonio,TX,9489 Oak St,45,Male,Other
853,2024-11-06,06:48:22,Drug Offense,Houston,TX,971 Main St,46,Female,White
854,2025-03-06,13:20:05,Theft,Chicago,IL,28 Pine St,51,Male,Asian
855,2021-06-29,10:08:16,Burglary,San Diego,CA,1738 Pine St,85,Other,Black
856,2024-05-27,05:57:47,Assault,New York,NY,8815 Pine St,50,Female,Other
857,2023-05-18,09:29:54,Homicide,Phoenix,AZ,4533 Oak St,62,Non-binary,Black
858,2023-05-03,01:45:19,Drug Offense,Philadelphia,PA,203 Oak St,57,Non-binary,Other
859,2023-03-19,01:18:40,Theft,New York,NY,3449 Elm St,60,Non-binary,White
860,2024-08-15,18:50:16,Vandalism,New York,NY,2340 Pine St,23,Female,White
861,2024-12-02,05:26:09,Robbery,Los Angeles,CA,5938 Main St,68,Other,Hispanic
862,2023-10-14,02:12:26,Domestic Violence,New York,NY,8621 Maple Ave,73,Non-binary,White
863,2024-04-23,20:19:46,Arson,Philadelphia,PA,3004 Main St,77,Female,Black
864,2020-09-24,09:17:25,Fraud,Phoenix,AZ,4970 Broadway,31,Male,Hispanic
865,2022-11-18,19:40:04,Drug Offense,Dallas,TX,4699 Broadway,50,Female,Asian
866,2022-09-07,10:40:57,Arson,New York,NY,1537 Main St,35,Female,Asian
867,2021-06-14,14:13:15,Fraud,Los Angeles,CA,986 Maple Ave,64,Other,Other
868,2025-07-16,12:54:05,Theft,Houston,TX,2979 Pine St,16,Male,Black
869,2020-11-08,02:23:39,Homicide,San Diego,CA,8104 Maple Ave,40,Non-binary,Hispanic
870,2021-03-04,05:16:42,Arson,San Antonio,TX,4293 Oak St,79,Male,White
871,2022-10-31,21:18:11,Theft,Houston,TX,8014 Elm St,45,Male,White
872,2020-09-02,09:03:12,Homicide,New York,NY,9266 Elm St,14,Male,Other
873,2022-05-27,04:37:24,Theft,Philadelphia,PA,6124 Broadway,52,Female,Other
874,2022-02-05,10:32:03,Domestic Violence,New York,NY,1889 Pine St,19,Non-binary,Black
875,2024-12-16,09:20:40,Domestic Violence,Phoenix,AZ,6634 Broadway,20,Female,Hispanic
876,2021-11-10,21:00:29,Arson,Philadelphia,PA,3235 Broadway,21,Other,Other
877,2024-08-18,09:02:47,Robbery,San Antonio,TX,7091 Broadway,58,Non-binary,White
878,2023-07-09,17:27:40,Vandalism,Los Angeles,CA,3010 Main St,64,Female,Black
879,2020-08-05,07:13:07,Domestic Violence,San Jose,CA,5145 Broadway,56,Other,Black
880,2020-11-04,20:55:10,Homicide,Phoenix,AZ,2654 Broadway,27,Non-binary,Asian
881,2024-10-14,10:07:33,Domestic Violence,Chicago,IL,7473 Pine St,44,Female,White
882,2022-02-28,02:32:16,Vandalism,Philadelphia,PA,4758 Pine St,69,Female,Other
883,2025-04-19,23:21:25,Robbery,San Antonio,TX,86 Broadway,75,Non-binary,Black
884,2024-12-21,08:21:29,Fraud,Philadelphia,PA,7247 Main St,29,Female,Black
885,2025-01-28,09:00:53,Assault,San Antonio,TX,6362 Maple Ave,57,Male,Hispanic
886,2022-01-02,20:01:27,Drug Offense,Phoenix,AZ,3614 Broadway,62,Other,Other
887,2020-11-29,17:54:06,Domestic Violence,Chicago,IL,2628 Main St,39,Female,White
888,2025-05-31,21:12:27,Theft,Dallas,TX,1329 Pine St,87,Non-binary,White
889,2023-03-25,01:44:06,Fraud,San Antonio,TX,5150 Maple Ave,52,Female,Asian
890,2024-12-09,06:23:02,Burglary,Houston,TX,6077 Main St,89,Female,White
891,2024-05-12,19:48:41,Fraud,Chicago,IL,708 Pine St,68,Non-binary,White
892,2021-03-29,10:43:45,Homicide,San Jose,CA,2511 Broadway,71,Non-binary,Other
893,2023-03-31,16:52:39,Domestic Violence,Los Angeles,CA,3812 Oak St,33,Male,Black
894,2023-02-11,03:16:55,Theft,Philadelphia,PA,8957 Main St,52,Other,Other
895,2023-06-19,02:40:16,Assault,Houston,TX,7232 Maple Ave,83,Male,Other
896,2020-09-13,11:05:12,Domestic Violence,Houston,TX,3075 Main St,63,Non-binary,Black
897,2024-01-12,16:08:35,Homicide,New York,NY,5261 Elm St,57,Female,Asian
898,2023-03-09,07:03:49,Arson,San Antonio,TX,480 Elm St,69,Other,Other
899,2023-04-04,08:56:00,Drug Offense,San Diego,CA,3573 Main St,20,Other,Other
900,2022-05-07,11:43:56,Drug Offense,Dallas,TX,592 Broadway,18,Non-binary,White
901,2022-09-21,08:03:11,Drug Offense,Dallas,TX,692 Broadway,28,Non-binary,Other
902,2020-11-18,10:00:37,Vandalism,San Antonio,TX,4819 Oak St,58,Female,Other
903,2024-10-03,10:29:29,Assault,Los Angeles,CA,9681 Maple Ave,12,Other,Black
904,2021-04-13,03:36:54,Assault,Chicago,IL,7215 Broadway,78,Other,White
905,2021-11-18,08:38:26,Homicide,Dallas,TX,5599 Pine St,64,Male,Asian
906,2023-03-24,10:37:12,Burglary,Dallas,TX,6426 Main St,29,Female,Hispanic
907,2020-12-09,17:31:00,Fraud,Phoenix,AZ,2746 Maple Ave,61,Other,Black
908,2020-09-29,21:23:05,Arson,San Antonio,TX,6882 Maple Ave,21,Female,Asian
